HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava
28	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	85	85	90	22
56	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	59	66	43	48
21	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	89	83	88	55
42	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	43	59	53	35
66	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	spokojen	95	92	74	55
18	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	prùmìr	49	50	45	47
42	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	35	50	45	50
80	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	99	93	61	57
50	žena	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	50	52	69	48
41	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	58	59	43	51
71	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	spokojen	81	90	89	25
54	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	83	96	74	25
63	žena	Zlín	17.6700633	49.2280669	ÈR	17.3.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	93	94	90	28
20	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	86	94	91	51
51	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	5	37	40	70
20	žena	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	83	97	73	50
44	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	13	40	14	2
39	žena	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	90	89	91	53
65	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	89	92	75	27
33	žena	Vídeò	16.3736767	48.2115631	Rakousko	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	36	38	69
77	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	91	82	90	52
71	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	97	89	62	51
22	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	95	95	85	52
62	muž	Nitra	18.0902903	48.3139558	Slovensko	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	23	24	39	72
68	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	33	65	70	57
47	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	13	38	32	46
19	muž	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	22	21	27	72
21	muž	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	44	54	42	50
82	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	7	25	28	72
75	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	58	56	43	58
30	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	37	32	13	53
28	muž	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	60	53	48	49
49	muž	Drážïany	13.7397044	51.0497456	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	36	60	47	62
62	muž	Mnichov	11.5836375	48.1364669	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	39	23	13	38
71	muž	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	37	34	32	40
31	žena	Mnichov	11.5836375	48.1364669	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	8	29	32	70
65	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	34	67	70	35
59	muž	Vídeò	16.3736767	48.2115631	Rakousko	21.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	25	66	45	47
46	muž	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	58	56	54	33
25	žena	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	25	51	70	59
18	žena	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	26	43	46	33
28	žena	Berlín	13.3908886	52.5176189	Nìmecko	23.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	prùmìr	27	54	58	57
29	muž	Hradec Králové	15.8353464	50.2100194	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	93	100	97	60
20	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	86	100	64	23
71	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	83	83	64	53
82	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	spokojen	94	85	100	50
67	muž	Ostrava	18.2825511	49.8341497	ÈR	23.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	81	96	74	53
35	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	96	95	92	51
19	muž	Linec	14.2862742	48.3066489	Rakousko	23.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	91	90	27
27	žena	Jihlava	15.5909008	49.3963828	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	95	92	100	57
62	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	spokojen	88	88	63	25
29	žena	Berlín	13.3908886	52.5176189	Nìmecko	23.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	50	44	59	34
24	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	spokojen	84	88	100	21
55	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	40	40	22	3
45	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	2	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	24	40	30	39
51	muž	Brno	16.6153758	49.1921808	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	spokojen	81	85	75	59
29	muž	Berlín	13.3908886	52.5176189	Nìmecko	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	6	35	24	3
19	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	30	39	48
63	muž	Liberec	15.0663036	50.7709239	ÈR	25.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	91	86	61	28
29	žena	Jihlava	15.5909008	49.3963828	ÈR	26.3.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	23	25	29	72
33	muž	Mnichov	11.5836375	48.1364669	Nìmecko	26.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	43	57	46	36
20	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	86	83	92	54
35	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	87	85	98	26
33	muž	Košice	21.2543528	48.7160408	Slovensko	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	44	56	44	35
54	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	86	82	87	26
77	žena	Mnichov	11.5836375	48.1364669	Nìmecko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	95	85	86	56
56	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	88	97	99	26
26	žena	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	90	86	74	27
60	žena	Mnichov	11.5836375	48.1364669	Nìmecko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	90	97	60
54	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	99	98	99	58
28	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	83	100	63	51
25	muž	Praha	14.4212806	50.0874967	ÈR	2.4.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	49	59	69	33
20	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	41	67	56	62
51	žena	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	35	50	48	52
36	muž	Praha	14.4212806	50.0874967	ÈR	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	52	66	44	48
35	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	58	66	41	49
39	žena	Linec	14.2862742	48.3066489	Rakousko	6.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	59	68	71	49
48	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	57	68	70	46
65	muž	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	38	30	56
82	žena	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	6	36	38	40
25	žena	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	22	23	69
34	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	7.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	21	22	32	46
82	muž	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	30	28	23	37
70	žena	Vídeò	16.3736767	48.2115631	Rakousko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	21	26	45
25	žena	Vídeò	16.3736767	48.2115631	Rakousko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	36	29	3
21	muž	Jihlava	15.5909008	49.3963828	ÈR	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	29	38	15	3
77	žena	Gdaòsk	18.6560864	54.3482911	Polsko	11.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	33	65	45	48
30	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	36	52	56	36
63	žena	Liberec	15.0663036	50.7709239	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	29	34	37	54
48	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	6	30	39	1
35	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	50	53	57	51
36	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	30	24	4
28	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	49	50	43	59
34	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	37	38	14	2
36	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	44	60	48	51
24	muž	Brno	16.6153758	49.1921808	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	23	28	70
66	muž	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	41	44	41	62
73	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	58	51	59	62
77	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	21	24	72
65	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	35	50	45	57
73	žena	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	24	21	27	69
30	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	27	50	55	47
64	muž	Liberec	15.0663036	50.7709239	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	37	23	3
19	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	8	22	28	69
18	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	33	44	55	35
82	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	40	22	26	40
79	muž	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	42	66	43	63
41	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	85	90	63	49
76	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	38	23	26	55
70	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	91	89	49
29	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	16	27	22	4
76	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	41	58	57	60
58	muž	Katovice	19.0241283	50.2592108	Polsko	14.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	30	29	30	47
32	muž	Katovice	19.0241283	50.2592108	Polsko	14.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	37	25	15	1
58	žena	Vídeò	16.3736767	48.2115631	Rakousko	15.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	59	69	34
19	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	36	54	48	64
20	muž	Hradec Králové	15.8353464	50.2100194	ÈR	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	59	68	44	48
59	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	57	59	54	59
24	muž	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	50	66	55	46
50	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	44	53	72	60
32	muž	Salzburg	13.0475658	47.798095	Rakousko	18.4.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	prùmìr	34	49	42	64
54	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	51	41	53	47
31	žena	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	8	27	38	4
70	muž	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	8	23	27	39
81	muž	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	7	30	28	72
58	žena	Mnichov	11.5836375	48.1364669	Nìmecko	20.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	27	51	43	35
24	žena	Salzburg	13.0475658	47.798095	Rakousko	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	23	25	38	40
65	žena	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	28	68	55	49
30	muž	Vídeò	16.3736767	48.2115631	Rakousko	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	37	37	29	72
82	muž	Pardubice	15.780415	50.0409775	ÈR	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	36	50	48	46
65	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	52	56	60	33
73	muž	Vídeò	16.3736767	48.2115631	Rakousko	22.4.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	prùmìr	51	66	43	50
41	muž	Vídeò	16.3736767	48.2115631	Rakousko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	25	44	46	60
31	muž	Katovice	19.0241283	50.2592108	Polsko	22.4.2012	1	2	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	42	42	41	50
65	muž	Vídeò	16.3736767	48.2115631	Rakousko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	49	55	54	62
80	žena	Mnichov	11.5836375	48.1364669	Nìmecko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	57	53	70	61
58	muž	Salzburg	13.0475658	47.798095	Rakousko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	27	68	46	51
76	muž	Vídeò	16.3736767	48.2115631	Rakousko	22.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	49	51	69	64
39	muž	Gdaòsk	18.6560864	54.3482911	Polsko	25.4.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	prùmìr	43	55	54	62
39	žena	Gdaòsk	18.6560864	54.3482911	Polsko	25.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	43	43	57	59
50	muž	Brno	16.6153758	49.1921808	ÈR	26.4.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	52	66	46	51
36	žena	Liberec	15.0663036	50.7709239	ÈR	27.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	22	26	22	40
20	muž	Salzburg	13.0475658	47.798095	Rakousko	27.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	25	55	46	36
67	muž	Bratislava	17.1097606	48.1547933	Slovensko	27.4.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	58	67	42	49
18	muž	Hradec Králové	15.8353464	50.2100194	ÈR	27.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	44	66	43	34
39	muž	Vídeò	16.3736767	48.2115631	Rakousko	27.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	13	35	32	1
63	žena	Praha	14.4212806	50.0874967	ÈR	27.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	60	44	48	63
25	žena	Liberec	15.0663036	50.7709239	ÈR	27.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	5	35	29	47
48	žena	Plzeò	13.3771556	49.7490406	ÈR	27.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	21	36	32	45
43	muž	Salzburg	13.0475658	47.798095	Rakousko	27.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	52	57	70	46
20	žena	Bratislava	17.1097606	48.1547933	Slovensko	27.4.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	51	52	71	51
73	muž	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	59	43	48	59
34	žena	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	50	66	42	36
32	žena	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	35	43	54	61
31	žena	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	33	41	60	47
42	žena	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	prùmìr	27	67	72	61
77	žena	Brno	16.6153758	49.1921808	ÈR	3.5.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	28	53	70	47
50	žena	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	15	28	39	69
35	muž	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	50	51	54	57
35	muž	Plzeò	13.3771556	49.7490406	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	26	56	44	49
82	muž	Mnichov	11.5836375	48.1364669	Nìmecko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	60	66	71	63
79	muž	Hradec Králové	15.8353464	50.2100194	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	50	44	72	63
67	žena	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	39	38	39	56
24	žena	Bratislava	17.1097606	48.1547933	Slovensko	4.5.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	26	41	54	33
51	muž	Hradec Králové	15.8353464	50.2100194	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	51	52	46	49
53	žena	Bratislava	17.1097606	48.1547933	Slovensko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	50	56	53	64
26	muž	Praha	14.4212806	50.0874967	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	30	22	39	53
54	žena	Bratislava	17.1097606	48.1547933	Slovensko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	49	42	43	62
28	žena	Praha	14.4212806	50.0874967	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	60	66	57	46
82	žena	Bratislava	17.1097606	48.1547933	Slovensko	4.5.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	42	58	45	33
53	muž	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	37	40	29	54
65	muž	Bratislava	17.1097606	48.1547933	Slovensko	4.5.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	prùmìr	42	65	58	48
35	muž	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	6	22	37	47
45	žena	Hradec Králové	15.8353464	50.2100194	ÈR	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	25	65	43	50
52	žena	Vídeò	16.3736767	48.2115631	Rakousko	4.5.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	21	37	27	37
74	muž	Brno	16.6153758	49.1921808	ÈR	10.5.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	58	49	56	64
79	žena	Brno	16.6153758	49.1921808	ÈR	10.5.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	prùmìr	60	41	69	33
50	žena	Zlín	17.6700633	49.2280669	ÈR	11.5.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	41	43	42	46
