HVek	HPohlavi	HMesto	HMesto_X	HMesto_Y	HStat	PPobytOd	PNoci	POsob	PTypPobytu	PCenaUbytovani	PCenaStrava	PCenaSleva	PCenaCelkem	DHodnoceni	DUbytovani	DStrava	DPersonal	DZabava	MTeplota	MObloha	SEUR
65	žena	Zlín	17.6700633	49.2280669	ÈR	10.3.2012	7	1	rekreaèní	8470.00	0.00	600.00	7870.00	spokojen	87	96	64	56	8.9	zataženo	24.72
29	žena	Jihlava	15.5909008	49.3963828	ÈR	10.3.2012	7	3	rekreaèní	25410.00	0.00	600.00	24810.00	spokojen	95	87	88	56	8.9	zataženo	24.72
21	muž	Vídeò	16.3736767	48.2115631	Rakousko	10.3.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	86	96	73	54	8.9	zataženo	24.72
20	žena	Zlín	17.6700633	49.2280669	ÈR	10.3.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	88	100	92	55	8.9	zataženo	24.72
74	žena	Zlín	17.6700633	49.2280669	ÈR	10.3.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	87	98	73	58	8.9	zataženo	24.72
43	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	11.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	21	27	45	6.3	sluneèno	24.72
24	muž	Liberec	15.0663036	50.7709239	ÈR	11.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	93	81	100	54	6.3	sluneèno	24.72
37	žena	Praha	14.4212806	50.0874967	ÈR	12.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	23	28	13	55	7.6	srážky	24.56
38	žena	Pardubice	15.780415	50.0409775	ÈR	12.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	34	60	53	63	7.6	srážky	24.56
79	žena	Vídeò	16.3736767	48.2115631	Rakousko	14.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	52	41	53	58	12.7	zataženo	24.61
33	muž	Vídeò	16.3736767	48.2115631	Rakousko	14.3.2012	2	2	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	59	68	59	52	12.7	zataženo	24.61
65	muž	Vídeò	16.3736767	48.2115631	Rakousko	14.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	49	51	43	46	12.7	zataženo	24.61
38	žena	Zlín	17.6700633	49.2280669	ÈR	14.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	44	60	60	34	12.7	zataženo	24.61
63	muž	Vídeò	16.3736767	48.2115631	Rakousko	14.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	35	65	56	62	12.7	zataženo	24.61
35	žena	Vídeò	16.3736767	48.2115631	Rakousko	14.3.2012	2	2	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	26	49	48	63	12.7	zataženo	24.61
78	žena	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	42	67	54	49	13.6	zataženo	24.56
39	muž	Zlín	17.6700633	49.2280669	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	25	54	43	60	13.6	zataženo	24.56
40	muž	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	33	60	42	47	13.6	zataženo	24.56
30	žena	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	57	55	54	64	13.6	zataženo	24.56
56	muž	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	27	49	70	48	13.6	zataženo	24.56
76	žena	Olomouc	17.2498364	49.5961789	ÈR	15.3.2012	16	2	rekreaèní	38720.00	0.00	200.00	38520.00	prùmìr	28	68	58	57	13.6	zataženo	24.56
71	žena	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	27	57	42	45	13.6	zataženo	24.56
19	žena	Plzeò	13.3771556	49.7490406	ÈR	15.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	49	41	55	36	13.6	zataženo	24.56
21	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	89	83	88	55	19.9	zataženo	24.51
42	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	35	50	45	50	19.9	zataženo	24.51
54	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	83	96	74	25	19.9	zataženo	24.51
71	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	spokojen	81	90	89	25	19.9	zataženo	24.51
41	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	58	59	43	51	19.9	zataženo	24.51
50	žena	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	50	52	69	48	19.9	zataženo	24.51
80	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	99	93	61	57	19.9	zataženo	24.51
18	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	prùmìr	49	50	45	47	19.9	zataženo	24.51
42	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	43	59	53	35	19.9	zataženo	24.51
56	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	59	66	43	48	19.9	zataženo	24.51
28	žena	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	85	85	90	22	19.9	zataženo	24.51
21	žena	Mnichov	11.5836375	48.1364669	Nìmecko	16.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	prùmìr	35	41	57	61	19.9	zataženo	24.51
33	muž	Berlín	13.3908886	52.5176189	Nìmecko	16.3.2012	7	3	rekreaèní	25410.00	0.00	200.00	25210.00	prùmìr	33	41	69	52	19.9	zataženo	24.51
66	muž	Ostrava	18.2825511	49.8341497	ÈR	16.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	spokojen	95	92	74	55	19.9	zataženo	24.51
63	žena	Zlín	17.6700633	49.2280669	ÈR	17.3.2012	7	2	rekreaèní	16940.00	0.00	600.00	16340.00	spokojen	93	94	90	28	20.1	sluneèno	24.51
33	žena	Vídeò	16.3736767	48.2115631	Rakousko	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	36	38	69	20.3	sluneèno	24.51
20	žena	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	83	97	73	50	20.3	sluneèno	24.51
22	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	95	95	85	52	20.3	sluneèno	24.51
71	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	97	89	62	51	20.3	sluneèno	24.51
77	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	91	82	90	52	20.3	sluneèno	24.51
62	muž	Nitra	18.0902903	48.3139558	Slovensko	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	23	24	39	72	20.3	sluneèno	24.51
44	žena	Karlovy Vary	12.8690381	50.2311075	ÈR	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	13	40	14	2	20.3	sluneèno	24.51
51	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	18.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	5	37	40	70	20.3	sluneèno	24.51
20	muž	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	86	94	91	51	20.3	sluneèno	24.51
39	žena	Liberec	15.0663036	50.7709239	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	90	89	91	53	20.3	sluneèno	24.51
65	žena	Ústí nad Labem	14.0390819	50.6700692	ÈR	18.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	89	92	75	27	20.3	sluneèno	24.51
28	muž	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	60	53	48	49	20.4	srážky	24.53
65	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	34	67	70	35	20.4	srážky	24.53
31	žena	Mnichov	11.5836375	48.1364669	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	8	29	32	70	20.4	srážky	24.53
71	muž	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	37	34	32	40	20.4	srážky	24.53
49	muž	Drážïany	13.7397044	51.0497456	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	prùmìr	36	60	47	62	20.4	srážky	24.53
30	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	37	32	13	53	20.4	srážky	24.53
82	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	7	25	28	72	20.4	srážky	24.53
21	muž	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	44	54	42	50	20.4	srážky	24.53
19	muž	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	22	21	27	72	20.4	srážky	24.53
47	žena	Jihlava	15.5909008	49.3963828	ÈR	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	13	38	32	46	20.4	srážky	24.53
68	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	33	65	70	57	20.4	srážky	24.53
75	žena	Praha	14.4212806	50.0874967	ÈR	19.3.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	58	56	43	58	20.4	srážky	24.53
62	muž	Mnichov	11.5836375	48.1364669	Nìmecko	19.3.2012	1	1	služební	1210.00	0.00	0.00	1210.00	nespokojen	39	23	13	38	20.4	srážky	24.53
59	muž	Vídeò	16.3736767	48.2115631	Rakousko	21.3.2012	2	1	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	25	66	45	47	14.7	srážky	24.63
18	žena	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	26	43	46	33	15.7	srážky	24.74
46	muž	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	58	56	54	33	15.7	srážky	24.74
25	žena	Plzeò	13.3771556	49.7490406	ÈR	22.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	25	51	70	59	15.7	srážky	24.74
35	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	96	95	92	51	12	sluneèno	24.73
62	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	spokojen	88	88	63	25	12	sluneèno	24.73
29	žena	Berlín	13.3908886	52.5176189	Nìmecko	23.3.2012	7	1	rekreaèní	8470.00	0.00	200.00	8270.00	prùmìr	50	44	59	34	12	sluneèno	24.73
27	žena	Jihlava	15.5909008	49.3963828	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	95	92	100	57	12	sluneèno	24.73
19	muž	Linec	14.2862742	48.3066489	Rakousko	23.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	91	90	27	12	sluneèno	24.73
82	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	spokojen	94	85	100	50	12	sluneèno	24.73
71	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	83	83	64	53	12	sluneèno	24.73
20	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	86	100	64	23	12	sluneèno	24.73
28	žena	Berlín	13.3908886	52.5176189	Nìmecko	23.3.2012	7	2	rekreaèní	16940.00	0.00	200.00	16740.00	prùmìr	27	54	58	57	12	sluneèno	24.73
29	muž	Hradec Králové	15.8353464	50.2100194	ÈR	23.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	93	100	97	60	12	sluneèno	24.73
24	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	23.3.2012	1	3	rekreaèní	3630.00	0.00	0.00	3630.00	spokojen	84	88	100	21	12	sluneèno	24.73
67	muž	Ostrava	18.2825511	49.8341497	ÈR	23.3.2012	7	4	rekreaèní	33880.00	0.00	200.00	33680.00	spokojen	81	96	74	53	12	sluneèno	24.73
55	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	40	40	22	3	-0.8	zataženo	24.73
45	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	2	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	24	40	30	39	-0.8	zataženo	24.73
51	muž	Brno	16.6153758	49.1921808	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	spokojen	81	85	75	59	-0.8	zataženo	24.73
29	muž	Berlín	13.3908886	52.5176189	Nìmecko	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	6	35	24	3	-0.8	zataženo	24.73
19	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	25.3.2012	1	1	rekreaèní	1210.00	0.00	200.00	1010.00	nespokojen	31	30	39	48	-0.8	zataženo	24.73
63	muž	Liberec	15.0663036	50.7709239	ÈR	25.3.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	91	86	61	28	-0.8	zataženo	24.73
29	žena	Jihlava	15.5909008	49.3963828	ÈR	26.3.2012	1	2	služební	2420.00	0.00	0.00	2420.00	nespokojen	23	25	29	72	-2.3	zataženo	24.64
33	muž	Mnichov	11.5836375	48.1364669	Nìmecko	26.3.2012	1	4	služební	4840.00	0.00	0.00	4840.00	prùmìr	43	57	46	36	-2.3	zataženo	24.64
35	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	87	85	98	26	-4.9	sluneèno	24.73
33	muž	Košice	21.2543528	48.7160408	Slovensko	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	44	56	44	35	-4.9	sluneèno	24.73
54	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	spokojen	86	82	87	26	-4.9	sluneèno	24.73
77	žena	Mnichov	11.5836375	48.1364669	Nìmecko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	95	85	86	56	-4.9	sluneèno	24.73
56	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	88	97	99	26	-4.9	sluneèno	24.73
26	žena	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	90	86	74	27	-4.9	sluneèno	24.73
60	žena	Mnichov	11.5836375	48.1364669	Nìmecko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	90	97	60	-4.9	sluneèno	24.73
54	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	99	98	99	58	-4.9	sluneèno	24.73
28	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	30.3.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	spokojen	83	100	63	51	-4.9	sluneèno	24.73
20	muž	Linec	14.2862742	48.3066489	Rakousko	30.3.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	86	83	92	54	-4.9	sluneèno	24.73
25	muž	Praha	14.4212806	50.0874967	ÈR	2.4.2012	1	3	služební	3630.00	0.00	0.00	3630.00	prùmìr	49	59	69	33	2.7	zataženo	24.77
35	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	58	66	41	49	-1.6	zataženo	24.63
48	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	57	68	70	46	-1.6	zataženo	24.63
39	žena	Linec	14.2862742	48.3066489	Rakousko	6.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	59	68	71	49	-1.6	zataženo	24.63
51	žena	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	35	50	48	52	-1.6	zataženo	24.63
20	muž	Košice	21.2543528	48.7160408	Slovensko	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	41	67	56	62	-1.6	zataženo	24.63
36	muž	Praha	14.4212806	50.0874967	ÈR	6.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	52	66	44	48	-1.6	zataženo	24.63
82	muž	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	30	28	23	37	0.1	srážky	24.63
21	muž	Jihlava	15.5909008	49.3963828	ÈR	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	29	38	15	3	0.1	srážky	24.63
70	žena	Vídeò	16.3736767	48.2115631	Rakousko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	21	26	45	0.1	srážky	24.63
34	muž	Karlovy Vary	12.8690381	50.2311075	ÈR	7.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	21	22	32	46	0.1	srážky	24.63
25	žena	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	22	23	69	0.1	srážky	24.63
82	žena	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	3	rekreaèní	7260.00	0.00	200.00	7060.00	nespokojen	6	36	38	40	0.1	srážky	24.63
65	muž	Katovice	19.0241283	50.2592108	Polsko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	38	30	56	0.1	srážky	24.63
25	žena	Vídeò	16.3736767	48.2115631	Rakousko	7.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	36	29	3	0.1	srážky	24.63
77	žena	Gdaòsk	18.6560864	54.3482911	Polsko	11.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	33	65	45	48	-0.9	sluneèno	24.82
18	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	33	44	55	35	1.7	sluneèno	24.75
30	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	27	50	55	47	1.7	sluneèno	24.75
73	žena	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	24	21	27	69	1.7	sluneèno	24.75
64	muž	Liberec	15.0663036	50.7709239	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	14	37	23	3	1.7	sluneèno	24.75
19	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	8	22	28	69	1.7	sluneèno	24.75
79	muž	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	42	66	43	63	1.7	sluneèno	24.75
76	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	38	23	26	55	1.7	sluneèno	24.75
70	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	82	91	89	49	1.7	sluneèno	24.75
29	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	16	27	22	4	1.7	sluneèno	24.75
82	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	40	22	26	40	1.7	sluneèno	24.75
65	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	35	50	45	57	1.7	sluneèno	24.75
76	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	prùmìr	41	58	57	60	1.7	sluneèno	24.75
36	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	30	24	4	1.7	sluneèno	24.75
41	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	spokojen	85	90	63	49	1.7	sluneèno	24.75
63	žena	Liberec	15.0663036	50.7709239	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	29	34	37	54	1.7	sluneèno	24.75
35	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	50	53	57	51	1.7	sluneèno	24.75
77	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	7	21	24	72	1.7	sluneèno	24.75
28	muž	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	49	50	43	59	1.7	sluneèno	24.75
30	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	36	52	56	36	1.7	sluneèno	24.75
34	muž	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	37	38	14	2	1.7	sluneèno	24.75
36	žena	Linec	14.2862742	48.3066489	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	44	60	48	51	1.7	sluneèno	24.75
24	muž	Brno	16.6153758	49.1921808	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	22	23	28	70	1.7	sluneèno	24.75
66	muž	Salzburg	13.0475658	47.798095	Rakousko	13.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	prùmìr	41	44	41	62	1.7	sluneèno	24.75
73	muž	Košice	21.2543528	48.7160408	Slovensko	13.4.2012	1	2	rekreaèní	2420.00	0.00	0.00	2420.00	prùmìr	58	51	59	62	1.7	sluneèno	24.75
48	žena	Èeské Budìjovice	14.4757883	48.9763169	ÈR	13.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	6	30	39	1	1.7	sluneèno	24.75
58	muž	Katovice	19.0241283	50.2592108	Polsko	14.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	nespokojen	30	29	30	47	-0.9	zataženo	24.75
32	muž	Katovice	19.0241283	50.2592108	Polsko	14.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	37	25	15	1	-0.9	zataženo	24.75
58	žena	Vídeò	16.3736767	48.2115631	Rakousko	15.4.2012	1	4	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	34	59	69	34	1.4	zataženo	24.75
19	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	36	54	48	64	2.1	zataženo	24.81
50	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	44	53	72	60	2.1	zataženo	24.81
54	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	51	41	53	47	2.1	zataženo	24.81
32	muž	Salzburg	13.0475658	47.798095	Rakousko	18.4.2012	1	1	rekreaèní	1210.00	0.00	0.00	1210.00	prùmìr	34	49	42	64	2.1	zataženo	24.81
24	muž	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	50	66	55	46	2.1	zataženo	24.81
20	muž	Hradec Králové	15.8353464	50.2100194	ÈR	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	59	68	44	48	2.1	zataženo	24.81
59	žena	Gdaòsk	18.6560864	54.3482911	Polsko	18.4.2012	1	4	rekreaèní	4840.00	0.00	0.00	4840.00	prùmìr	57	59	54	59	2.1	zataženo	24.81
31	žena	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	1	rekreaèní	2420.00	0.00	200.00	2220.00	nespokojen	8	27	38	4	1.9	srážky	24.91
70	muž	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	8	23	27	39	1.9	srážky	24.91
81	muž	Liberec	15.0663036	50.7709239	ÈR	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	7	30	28	72	1.9	srážky	24.91
58	žena	Mnichov	11.5836375	48.1364669	Nìmecko	20.4.2012	2	2	rekreaèní	4840.00	0.00	200.00	4640.00	prùmìr	27	51	43	35	1.9	srážky	24.91
24	žena	Salzburg	13.0475658	47.798095	Rakousko	20.4.2012	2	4	rekreaèní	9680.00	0.00	200.00	9480.00	nespokojen	23	25	38	40	1.9	srážky	24.91
